Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Revenue
X6,2021,Asia,Grey,Petrol,Manual,1.7,28869,81120,6511,Low,528172320
i8,2024,Middle East,White,Diesel,Automatic,3.8,109864,69246,3719,Low,257525874
X3,2020,Asia,White,Petrol,Manual,3.7,170978,53828,2085,Low,112231380
X1,2019,Asia,Red,Diesel,Automatic,1.7,74900,76382,4410,Low,336844620
i8,2023,Africa,Silver,Petrol,Automatic,3.0,114622,39698,983,Low,39023134
3 Series,2024,South America,Silver,Petrol,Automatic,4.7,148779,108367,2032,Low,220201744
M3,2023,South America,Black,Hybrid,Automatic,2.6,155724,112410,3686,Low,414343260
7 Series,2019,Middle East,Blue,Electric,Automatic,3.5,14667,61767,1673,Low,103336191
i8,2018,Africa,Blue,Diesel,Automatic,3.5,8865,92566,1492,Low,138108472
X3,2023,Africa,Silver,Diesel,Manual,4.3,13606,91186,3327,Low,303375822
3 Series,2020,Africa,Grey,Hybrid,Manual,2.4,150631,51468,9547,High,491364996
7 Series,2021,Asia,Black,Hybrid,Manual,4.7,49738,72201,8011,High,578402211
X3,2018,South America,Grey,Petrol,Automatic,2.9,99414,114140,791,Low,90284740
X3,2021,Africa,Silver,Diesel,Manual,4.7,58499,103788,9568,High,993043584
i3,2023,Africa,Silver,Diesel,Automatic,3.2,175520,61250,1584,Low,97020000
X3,2021,Middle East,Grey,Petrol,Manual,2.1,189804,31567,9128,High,288143576
M5,2022,Asia,Red,Petrol,Automatic,4.7,14888,90678,5260,Low,476966280
i8,2021,Asia,Silver,Electric,Automatic,3.8,179518,105943,1911,Low,202457073
5 Series,2018,Europe,Red,Electric,Automatic,2.7,51876,31583,6488,Low,204910504
X1,2019,Asia,Silver,Electric,Automatic,1.5,129140,90787,7717,High,700603279
3 Series,2022,Africa,Black,Electric,Manual,2.7,118208,47544,999,Low,47496456
3 Series,2022,Middle East,White,Electric,Automatic,4.9,62950,116136,3153,Low,366176808
i3,2022,Asia,Black,Petrol,Automatic,3.5,77602,81568,8649,High,705481632
5 Series,2019,Europe,Black,Electric,Manual,3.4,133165,87607,7673,High,672208511
i8,2023,South America,Red,Electric,Manual,4.7,126848,76066,3320,Low,252539120
X1,2021,Middle East,Red,Electric,Manual,1.5,103244,72537,5820,Low,422165340
X5,2019,Europe,Blue,Petrol,Manual,3.5,150244,85275,9755,High,831857625
X3,2021,Africa,Black,Diesel,Manual,4.9,15997,39927,9544,High,381063288
X5,2022,South America,Red,Hybrid,Manual,2.6,96547,35272,8570,High,302281040
M3,2022,Europe,Grey,Hybrid,Manual,5.0,12363,96902,644,Low,62404888
X1,2018,South America,Black,Hybrid,Automatic,1.7,118069,44332,1402,Low,62153464
M5,2023,Middle East,Blue,Hybrid,Manual,2.9,137136,66253,1524,Low,100969572
3 Series,2024,South America,Red,Electric,Manual,5.0,137379,119435,152,Low,18154120
X5,2020,North America,White,Hybrid,Manual,2.5,22378,52598,6695,Low,352143610
X6,2019,North America,Blue,Petrol,Manual,2.7,103410,37573,9450,High,355064850
5 Series,2020,Africa,Blue,Hybrid,Manual,2.6,5239,50152,2788,Low,139823776
X5,2020,North America,Blue,Electric,Manual,3.9,156224,66424,4920,Low,326806080
5 Series,2019,Middle East,White,Hybrid,Manual,4.9,69685,97219,184,Low,17888296
i3,2021,South America,Black,Diesel,Manual,2.6,121231,32665,8591,High,280625015
M3,2019,Europe,Silver,Diesel,Manual,2.7,16011,39223,4648,Low,182308504
X5,2019,Asia,Black,Diesel,Automatic,2.4,167667,117704,5139,Low,604880856
X5,2024,Asia,Grey,Electric,Manual,2.5,194313,115722,9554,High,1105607988
i8,2019,North America,Grey,Diesel,Manual,4.1,111068,93727,1388,Low,130093076
3 Series,2019,Asia,Red,Diesel,Manual,2.7,182142,71861,2571,Low,184754631
i8,2020,Asia,Silver,Electric,Manual,2.4,18930,57504,4196,Low,241286784
i3,2022,Asia,Silver,Petrol,Automatic,3.0,34322,113759,9588,High,1090721292
7 Series,2023,South America,Grey,Hybrid,Automatic,2.9,76017,64063,2009,Low,128702567
X6,2024,North America,Blue,Petrol,Automatic,3.4,194902,80622,9448,High,761716656
i3,2021,Middle East,Blue,Electric,Manual,2.4,33704,88687,7061,High,626218907
5 Series,2022,Africa,Black,Electric,Automatic,3.8,25491,57583,7042,High,405499486
M5,2022,Asia,Blue,Electric,Manual,2.4,31128,59058,2833,Low,167311314
X6,2018,Middle East,Red,Diesel,Automatic,3.1,63247,35209,1642,Low,57813178
7 Series,2022,North America,Grey,Diesel,Manual,1.5,140795,79399,7631,High,605893769
3 Series,2021,Africa,Grey,Diesel,Automatic,2.6,185914,58606,521,Low,30533726
X6,2018,South America,Red,Diesel,Manual,1.7,62024,55448,9883,High,547992584
i8,2023,Europe,White,Hybrid,Manual,4.7,174754,49479,2975,Low,147200025
X3,2019,South America,Grey,Hybrid,Manual,4.6,51197,48117,3122,Low,150221274
X1,2019,Asia,Red,Electric,Automatic,3.2,42980,41160,3401,Low,139985160
X6,2018,Africa,White,Hybrid,Automatic,4.6,197748,45644,5198,Low,237257512
X3,2018,Middle East,Black,Electric,Automatic,3.9,55442,98028,3036,Low,297613008
X5,2019,Africa,Silver,Electric,Automatic,3.3,60172,67418,3533,Low,238187794
M5,2021,North America,Black,Diesel,Manual,3.9,59096,58057,7075,High,410753275
7 Series,2021,Middle East,Silver,Petrol,Manual,3.6,79440,78613,2520,Low,198104760
3 Series,2021,Africa,White,Diesel,Automatic,3.6,190113,39467,3090,Low,121953030
3 Series,2021,Middle East,Silver,Petrol,Automatic,2.9,62332,104949,4044,Low,424413756
X3,2019,South America,Black,Petrol,Automatic,4.1,186070,87101,2239,Low,195019139
X6,2024,North America,Black,Hybrid,Automatic,1.8,169469,118768,4830,Low,573649440
3 Series,2022,Asia,Silver,Electric,Automatic,4.1,51977,91937,2559,Low,235266783
i3,2022,Europe,Red,Petrol,Manual,3.3,28831,42125,4951,Low,208560875
M5,2022,Europe,Blue,Diesel,Manual,3.3,172285,102779,312,Low,32067048
7 Series,2020,Asia,White,Petrol,Automatic,2.5,125194,91592,293,Low,26836456
i8,2019,North America,Black,Electric,Automatic,3.0,168828,78540,6663,Low,523312020
3 Series,2019,Asia,Red,Hybrid,Automatic,2.2,56278,98344,578,Low,56842832
X3,2020,Africa,White,Electric,Manual,1.6,20405,92997,4445,Low,413371665
X6,2023,Africa,Blue,Diesel,Manual,2.0,112480,119393,6568,Low,784173224
i3,2021,Europe,Grey,Electric,Automatic,3.8,69461,31679,3095,Low,98046505
X5,2018,North America,Blue,Electric,Manual,3.6,112161,95302,6904,Low,657965008
3 Series,2020,Africa,Silver,Petrol,Automatic,3.6,143420,80247,2387,Low,191549589
X3,2024,North America,White,Electric,Manual,1.6,2925,117661,1962,Low,230850882
5 Series,2018,Europe,White,Diesel,Automatic,2.0,95899,108203,1824,Low,197362272
X5,2022,North America,Red,Petrol,Automatic,3.3,70565,37519,4086,Low,153302634
i8,2020,Europe,Silver,Hybrid,Automatic,3.0,41603,51876,4988,Low,258757488
X3,2019,North America,White,Hybrid,Manual,3.4,84623,30269,4944,Low,149649936
X1,2019,Middle East,Blue,Diesel,Manual,4.3,18345,93482,4692,Low,438617544
X3,2024,Africa,Blue,Diesel,Automatic,4.9,22251,59463,7259,High,431641917
M3,2023,Asia,Black,Electric,Manual,2.7,739,59842,6192,Low,370541664
X6,2023,North America,Blue,Diesel,Manual,2.9,153059,66318,8872,High,588373296
M5,2024,North America,Black,Electric,Manual,1.8,185283,108676,2977,Low,323528452
7 Series,2020,North America,Red,Diesel,Automatic,3.1,7562,104100,6470,Low,673527000
i3,2024,Europe,White,Petrol,Automatic,1.8,125090,42641,4074,Low,173719434
X3,2023,Africa,Grey,Petrol,Automatic,1.8,92315,37343,4239,Low,158296977
X5,2021,North America,Grey,Electric,Manual,4.0,148878,102306,9295,High,950934270
i8,2020,Asia,White,Hybrid,Manual,3.0,65380,75554,1432,Low,108193328
X1,2018,Europe,White,Electric,Automatic,4.0,86705,87281,3299,Low,287940019
X1,2019,North America,Red,Electric,Manual,3.4,77840,99390,3224,Low,320433360
3 Series,2024,North America,Black,Petrol,Manual,3.2,144640,103997,5289,Low,550040133
X1,2024,Asia,Silver,Electric,Automatic,2.9,182952,74478,6458,Low,480978924
5 Series,2018,Asia,Black,Hybrid,Automatic,2.4,32489,78962,7872,High,621588864
i8,2019,Africa,White,Diesel,Automatic,4.7,176471,37056,9224,High,341804544
i8,2021,North America,Black,Electric,Automatic,3.5,193184,98181,9828,High,964922868
7 Series,2021,Middle East,Grey,Electric,Automatic,4.6,119153,34853,2323,Low,80963519
3 Series,2018,Africa,Grey,Diesel,Automatic,4.3,184746,34699,2313,Low,80258787
X3,2023,North America,Grey,Hybrid,Manual,4.6,30846,74066,6829,Low,505796714
i8,2019,Europe,Blue,Diesel,Automatic,2.4,182864,46101,1506,Low,69428106
7 Series,2022,Middle East,Blue,Petrol,Manual,4.0,195309,46875,7569,High,354796875
i3,2024,Middle East,Black,Electric,Automatic,3.5,64423,52255,3237,Low,169149435
i3,2023,South America,Blue,Hybrid,Manual,3.4,174666,69983,8144,High,569941552
X3,2023,North America,Grey,Electric,Automatic,2.6,137256,32190,9904,High,318809760
7 Series,2023,Asia,Grey,Petrol,Manual,3.9,14247,91872,1357,Low,124670304
3 Series,2020,South America,Silver,Electric,Automatic,3.7,97865,38526,5451,Low,210005226
i8,2024,South America,Red,Hybrid,Automatic,2.1,170338,119301,3290,Low,392500290
i8,2023,Middle East,Grey,Petrol,Automatic,2.0,37628,52507,4111,Low,215856277
X3,2024,North America,Blue,Petrol,Automatic,4.1,157454,98419,5507,Low,541993433
X3,2023,Middle East,Red,Hybrid,Manual,2.8,7516,68260,8543,High,583145180
7 Series,2023,South America,Silver,Hybrid,Manual,3.9,24567,107874,8179,High,882301446
i8,2021,Europe,Blue,Petrol,Manual,4.4,37592,79511,7074,High,562460814
X5,2023,North America,Grey,Diesel,Automatic,4.4,49481,52316,5808,Low,303851328
M3,2023,Asia,Black,Electric,Manual,4.9,22034,43983,2260,Low,99401580
i3,2022,Europe,Black,Electric,Manual,3.1,7753,42982,9027,High,387998514
M3,2018,Europe,Grey,Electric,Automatic,3.2,191976,105737,4554,Low,481526298
X1,2020,Africa,Silver,Diesel,Automatic,3.9,195703,103381,4411,Low,456013591
5 Series,2023,Middle East,Grey,Electric,Automatic,2.9,164639,76577,6324,Low,484272948
X3,2018,Asia,Grey,Petrol,Automatic,1.8,133719,103584,2490,Low,257924160
7 Series,2019,Middle East,Grey,Petrol,Manual,1.7,95159,61890,9722,High,601694580
i3,2021,South America,Black,Petrol,Automatic,4.6,102481,112727,1640,Low,184872280
X1,2021,Africa,Black,Electric,Manual,3.1,113268,49938,9914,High,495085332
M3,2018,South America,Red,Petrol,Manual,3.7,196202,117057,7584,High,887760288
5 Series,2022,Europe,Silver,Diesel,Automatic,2.6,55672,95293,5106,Low,486566058
X1,2021,Asia,Red,Diesel,Automatic,3.6,133757,119158,7972,High,949927576
M3,2022,Middle East,Grey,Electric,Automatic,3.2,31312,32588,3702,Low,120640776
3 Series,2021,Africa,Black,Diesel,Manual,2.0,120593,51897,2373,Low,123151581
3 Series,2021,Africa,Red,Hybrid,Automatic,3.9,65423,37911,6334,Low,240128274
3 Series,2022,Middle East,Grey,Petrol,Automatic,3.4,44176,92272,2939,Low,271187408
7 Series,2024,Europe,Red,Electric,Manual,2.5,156410,34674,5844,Low,202634856
5 Series,2024,Europe,Blue,Diesel,Automatic,1.7,198540,110489,6142,Low,678623438
X6,2024,South America,White,Diesel,Automatic,2.6,144101,39549,9668,High,382359732
3 Series,2018,Middle East,Black,Hybrid,Manual,4.2,186514,115752,6160,Low,713032320
i3,2021,Middle East,Black,Electric,Manual,5.0,67819,84654,4842,Low,409894668
X5,2024,North America,Red,Hybrid,Manual,4.9,10172,64111,1294,Low,82959634
X1,2019,North America,Silver,Electric,Automatic,4.5,51925,97701,8109,High,792257409
X3,2022,Asia,White,Electric,Automatic,2.7,124373,53489,8047,High,430425983
i8,2024,Africa,Silver,Diesel,Automatic,1.9,168709,31598,9537,High,301350126
X3,2021,Asia,Silver,Electric,Manual,2.5,43662,51378,6500,Low,333957000
M3,2024,Europe,Silver,Hybrid,Manual,4.0,70056,42004,3912,Low,164319648
i8,2021,Middle East,Black,Diesel,Automatic,2.1,47094,76448,7950,High,607761600
X5,2024,South America,White,Electric,Automatic,1.8,164625,39469,3638,Low,143588222
7 Series,2020,South America,Blue,Hybrid,Automatic,4.0,106977,119715,7600,High,909834000
X1,2020,Middle East,Blue,Diesel,Manual,3.0,164140,119569,9216,High,1101947904
X5,2024,Asia,Silver,Hybrid,Automatic,2.8,167402,110261,948,Low,104527428
5 Series,2024,Europe,Red,Petrol,Automatic,2.0,186199,84108,4714,Low,396485112
i3,2019,Africa,Black,Electric,Manual,1.7,6687,98900,3186,Low,315095400
M5,2022,Europe,Blue,Electric,Manual,4.5,31492,114401,8462,High,968061262
X6,2022,North America,Silver,Electric,Manual,4.0,149089,91395,9385,High,857742075
M5,2019,Africa,Red,Diesel,Manual,4.3,27897,49177,1106,Low,54389762
i3,2021,Africa,Grey,Hybrid,Manual,4.7,178581,86029,2644,Low,227460676
X3,2023,South America,Silver,Petrol,Automatic,2.2,101218,84220,6478,Low,545577160
M5,2020,Asia,Grey,Diesel,Manual,3.8,32454,53796,6239,Low,335633244
X1,2023,Asia,Silver,Hybrid,Automatic,2.9,143477,44095,7890,High,347909550
i3,2020,South America,Grey,Petrol,Automatic,2.4,150133,61534,7873,High,484457182
i3,2024,Asia,White,Electric,Automatic,5.0,42567,72766,7641,High,556005006
X1,2022,South America,Red,Hybrid,Automatic,2.3,47886,80645,5549,Low,447499105
X5,2020,Asia,Black,Petrol,Automatic,4.1,123519,119882,3804,Low,456031128
M5,2021,Middle East,White,Petrol,Automatic,3.3,153323,110567,7103,High,785357401
i8,2023,Asia,Blue,Petrol,Automatic,2.1,134932,40811,3544,Low,144634184
7 Series,2024,Europe,Grey,Electric,Manual,5.0,35467,52169,9035,High,471346915
X1,2023,Africa,Silver,Diesel,Manual,1.6,154886,119907,3055,Low,366315885
5 Series,2019,Africa,White,Hybrid,Automatic,2.0,166331,100048,2876,Low,287738048
M5,2020,South America,Silver,Diesel,Automatic,2.0,134619,115310,9634,High,1110896540
M5,2022,Africa,Red,Diesel,Manual,3.4,57889,80886,6440,Low,520905840
i8,2022,Europe,Grey,Petrol,Manual,2.6,85877,116256,740,Low,86029440
X1,2018,Africa,Red,Diesel,Automatic,4.5,183099,113363,5603,Low,635172889
X6,2020,North America,Black,Hybrid,Automatic,2.2,109463,113574,9983,High,1133809242
X1,2021,North America,White,Diesel,Automatic,1.7,8381,104826,962,Low,100842612
M5,2020,North America,Grey,Diesel,Manual,1.7,31237,81949,4765,Low,390486985
5 Series,2020,Middle East,Silver,Hybrid,Manual,1.9,160101,118557,5996,Low,710867772
X6,2021,Asia,Blue,Electric,Manual,1.7,11395,79776,5391,Low,430072416
X5,2018,Middle East,Silver,Electric,Manual,4.9,30342,64625,4202,Low,271554250
X3,2024,Middle East,Silver,Diesel,Automatic,2.5,195689,75912,1164,Low,88361568
3 Series,2019,Europe,Blue,Petrol,Manual,2.6,151136,95740,116,Low,11105840
M5,2024,South America,Silver,Electric,Automatic,2.4,123388,110987,9290,High,1031069230
X6,2022,North America,Blue,Hybrid,Manual,3.6,126696,112965,1329,Low,150130485
X6,2024,Asia,Silver,Petrol,Manual,1.8,87074,84833,4875,Low,413560875
X1,2022,South America,Silver,Hybrid,Manual,3.0,74929,51790,1351,Low,69968290
i3,2024,Asia,Blue,Diesel,Automatic,3.0,117769,60033,2077,Low,124688541
i8,2018,Africa,White,Diesel,Automatic,2.1,13894,43495,295,Low,12831025
X6,2019,Europe,Grey,Hybrid,Manual,2.0,78086,117462,9802,High,1151362524
X6,2023,South America,White,Electric,Manual,4.5,132067,98886,9194,High,909157884
7 Series,2024,Asia,Silver,Electric,Automatic,3.4,2453,73841,5577,Low,411811257
i8,2019,Asia,Grey,Petrol,Manual,4.5,122635,116851,9508,High,1111019308
5 Series,2024,Europe,Red,Petrol,Automatic,2.3,154813,55691,6107,Low,340104937
i3,2018,Europe,Red,Hybrid,Automatic,3.7,35389,55774,1577,Low,87955598
i3,2023,Middle East,White,Hybrid,Automatic,3.1,118208,75739,565,Low,42792535
7 Series,2019,Europe,Blue,Diesel,Automatic,3.4,197404,61685,8935,High,551155475
X5,2020,Europe,Red,Hybrid,Manual,4.0,76138,46000,1216,Low,55936000
5 Series,2021,South America,Black,Petrol,Manual,3.3,90765,56458,7732,High,436533256
M3,2019,Europe,White,Hybrid,Automatic,2.4,198382,51071,8223,High,419956833
7 Series,2022,North America,Silver,Diesel,Automatic,3.5,68476,47852,4939,Low,236341028
3 Series,2023,South America,White,Petrol,Automatic,3.9,61524,83717,6294,Low,526914798
M3,2020,Africa,White,Hybrid,Manual,4.6,177563,113416,1298,Low,147213968
M3,2020,Europe,White,Hybrid,Manual,1.9,138351,103577,3162,Low,327510474
7 Series,2019,South America,Grey,Diesel,Manual,3.5,51386,33315,6334,Low,211017210
M5,2019,Middle East,Silver,Diesel,Automatic,3.9,56845,67573,6499,Low,439156927
i3,2018,Middle East,Black,Electric,Automatic,2.1,167497,73135,2472,Low,180789720
i3,2020,North America,Black,Hybrid,Manual,4.7,10470,106068,2490,Low,264109320
5 Series,2018,Africa,White,Diesel,Automatic,4.2,11136,73583,5687,Low,418466521
X6,2023,Middle East,Black,Hybrid,Manual,3.4,74038,47825,9942,High,475476150
7 Series,2022,Europe,Grey,Electric,Automatic,4.5,142087,47811,7267,High,347442537
X1,2023,South America,Silver,Petrol,Manual,1.7,79970,48069,2696,Low,129594024
X6,2022,Africa,Grey,Electric,Manual,1.9,181003,30493,7652,High,233332436
3 Series,2018,North America,Grey,Electric,Automatic,2.4,139344,74807,3687,Low,275813409
X5,2022,South America,Black,Diesel,Manual,3.1,171645,76620,3836,Low,293914320
5 Series,2019,Africa,Grey,Electric,Manual,3.4,108984,112485,2506,Low,281887410
M3,2024,Asia,Blue,Diesel,Automatic,3.1,198802,84103,3327,Low,279810681
3 Series,2021,Asia,Grey,Diesel,Automatic,1.8,111924,80624,4297,Low,346441328
X1,2023,Middle East,Grey,Hybrid,Automatic,3.4,97947,48247,9916,High,478417252
X1,2020,Africa,Blue,Diesel,Manual,4.0,35585,56528,8124,High,459233472
M5,2023,North America,Black,Hybrid,Automatic,1.6,174225,54936,6111,Low,335713896
M3,2021,North America,Red,Petrol,Automatic,2.2,76164,92522,9348,High,864895656
i3,2021,Middle East,Blue,Petrol,Manual,2.8,145682,74906,1004,Low,75205624
5 Series,2023,Europe,Red,Hybrid,Manual,3.7,116263,49828,1926,Low,95968728
i8,2021,Asia,Silver,Petrol,Automatic,4.4,36406,88422,2553,Low,225741366
M3,2021,Africa,Grey,Petrol,Manual,4.0,105633,78905,3878,Low,305993590
i8,2018,North America,Black,Diesel,Manual,3.0,116201,102925,2975,Low,306201875
i3,2024,Middle East,Black,Diesel,Automatic,3.8,139321,66501,6191,Low,411707691
M5,2023,Middle East,Grey,Petrol,Automatic,4.8,133630,84149,4553,Low,383130397
X6,2018,Africa,Black,Diesel,Automatic,2.0,167223,100339,7536,High,756154704
X1,2019,Africa,Red,Petrol,Automatic,2.8,39043,46139,471,Low,21731469
7 Series,2019,Middle East,Silver,Hybrid,Manual,1.7,41668,84093,3770,Low,317030610
M3,2020,Europe,Silver,Electric,Manual,3.7,147016,99993,2109,Low,210885237
3 Series,2024,Europe,Grey,Diesel,Manual,4.5,182729,101518,3379,Low,343029322
X6,2023,Middle East,White,Electric,Automatic,2.3,117271,68612,133,Low,9125396
5 Series,2024,North America,Blue,Petrol,Manual,2.4,148552,119963,3152,Low,378123376
5 Series,2022,North America,Silver,Petrol,Manual,2.1,143350,73354,3839,Low,281606006
M3,2019,South America,Red,Hybrid,Automatic,3.5,104993,46822,5560,Low,260330320
X3,2023,Asia,Red,Petrol,Automatic,1.7,14288,113547,4668,Low,530037396
M3,2020,Middle East,Red,Hybrid,Manual,2.1,107120,45976,5341,Low,245557816
X3,2018,Africa,Grey,Diesel,Manual,2.5,55864,106361,8180,High,870032980
i3,2024,Africa,Grey,Electric,Manual,3.6,120163,53957,7087,High,382393259
X3,2019,Asia,White,Petrol,Automatic,2.1,94400,118446,4861,Low,575766006
5 Series,2024,Middle East,Blue,Petrol,Automatic,2.5,143712,31781,3983,Low,126583723
X1,2024,Africa,Red,Hybrid,Manual,1.7,58379,84058,8103,High,681121974
7 Series,2018,Asia,Silver,Diesel,Automatic,3.8,178627,113690,6568,Low,746715920
i3,2023,Europe,Red,Diesel,Manual,4.2,83297,69279,1156,Low,80086524
X3,2020,Europe,Silver,Hybrid,Manual,3.6,101751,74133,4967,Low,368218611
M5,2022,Europe,Silver,Hybrid,Manual,3.4,158697,52533,4638,Low,243648054
X6,2019,Africa,Grey,Diesel,Manual,3.2,198048,111598,2406,Low,268504788
X6,2020,Middle East,Grey,Hybrid,Manual,4.4,56825,88121,5562,Low,490129002
M5,2022,North America,Red,Diesel,Automatic,3.9,190764,97911,4400,Low,430808400
X5,2021,Europe,White,Hybrid,Manual,4.7,31131,91627,7096,High,650185192
X6,2024,North America,Black,Diesel,Automatic,4.8,160609,51872,2957,Low,153385504
X6,2019,Europe,Black,Petrol,Automatic,3.0,143332,111170,9670,High,1075013900
X1,2022,South America,Black,Diesel,Manual,4.1,22400,42735,6609,Low,282435615
i3,2020,Middle East,Black,Petrol,Automatic,1.6,199987,99357,1721,Low,170993397
7 Series,2018,South America,Grey,Hybrid,Automatic,2.1,94348,89746,5964,Low,535245144
M5,2020,North America,Red,Electric,Automatic,2.5,152391,99580,1650,Low,164307000
X1,2021,Africa,Silver,Petrol,Manual,4.7,132082,88308,6309,Low,557135172
X3,2023,North America,Silver,Hybrid,Manual,3.5,39538,101953,972,Low,99098316
i3,2024,South America,White,Electric,Automatic,4.5,136089,61959,9189,High,569341251
M3,2024,Africa,Blue,Electric,Manual,3.0,133876,59546,7313,High,435459898
X5,2020,Europe,Grey,Diesel,Manual,2.5,102535,114226,8445,High,964638570
X5,2021,South America,Silver,Hybrid,Automatic,4.9,138753,86877,6476,Low,562615452
7 Series,2022,Europe,Blue,Hybrid,Automatic,3.6,6417,55096,8093,High,445891928
i3,2022,North America,Black,Petrol,Automatic,4.5,70943,102839,3459,Low,355720101
7 Series,2020,Africa,White,Hybrid,Automatic,1.8,89533,48764,8696,High,424051744
X3,2022,Asia,Black,Hybrid,Manual,2.8,68990,37280,1615,Low,60207200
i8,2020,South America,Red,Petrol,Manual,2.8,46879,64765,1772,Low,114763580
X3,2018,Europe,Blue,Diesel,Automatic,2.8,43247,35859,7723,High,276939057
X6,2020,Europe,White,Petrol,Manual,1.5,160220,37240,1943,Low,72357320
X6,2020,North America,Black,Hybrid,Automatic,2.8,21744,42141,6423,Low,270671643
7 Series,2023,Europe,Blue,Hybrid,Manual,2.9,93559,80348,1533,Low,123173484
i8,2019,Africa,White,Hybrid,Automatic,1.6,5120,108174,6067,Low,656291658
5 Series,2024,Africa,White,Diesel,Manual,3.0,145797,52861,7021,High,371137081
X3,2019,South America,White,Electric,Automatic,4.7,15559,107319,6398,Low,686626962
X3,2024,Asia,Blue,Hybrid,Automatic,2.9,90306,71565,8624,High,617176560
X6,2022,Africa,White,Diesel,Automatic,4.2,116359,97485,7680,High,748684800
7 Series,2018,North America,Blue,Electric,Automatic,2.7,167955,51566,8957,High,461876662
X3,2024,South America,White,Diesel,Manual,4.6,167318,96879,7505,High,727076895
7 Series,2020,Middle East,White,Hybrid,Manual,2.3,164248,115199,6770,Low,779897230
3 Series,2021,North America,White,Electric,Manual,4.1,92479,95572,3026,Low,289200872
3 Series,2020,Middle East,Red,Diesel,Automatic,4.3,183198,34674,9737,High,337620738
X5,2022,North America,White,Diesel,Automatic,3.7,98691,37933,1479,Low,56102907
i3,2021,South America,Red,Hybrid,Automatic,3.8,78022,52168,9716,High,506864288
M3,2022,North America,Silver,Diesel,Manual,4.7,96762,91712,5941,Low,544860992
5 Series,2021,Europe,Blue,Petrol,Automatic,3.7,29236,49508,9360,High,463394880
i3,2020,Africa,Silver,Electric,Manual,3.4,194644,94579,7629,High,721543191
X5,2022,Middle East,White,Electric,Automatic,2.3,185853,50025,8258,High,413106450
i3,2021,Africa,Red,Diesel,Manual,2.6,10673,91610,5436,Low,497991960
X3,2024,Africa,Red,Diesel,Manual,1.7,187181,112805,9848,High,1110903640
M3,2021,Europe,Silver,Diesel,Manual,1.9,8974,40782,1650,Low,67290300
7 Series,2024,Europe,Black,Hybrid,Automatic,3.7,92892,39626,8778,High,347837028
i3,2018,Asia,Silver,Petrol,Manual,4.2,175622,32099,9247,High,296819453
7 Series,2021,Middle East,Red,Hybrid,Manual,4.6,167879,40660,6337,Low,257662420
X6,2018,Asia,Black,Petrol,Automatic,2.7,29676,89986,922,Low,82967092
i3,2020,North America,Silver,Petrol,Manual,4.9,114840,70356,9924,High,698212944
M3,2023,Africa,Grey,Electric,Automatic,3.0,71362,90480,1386,Low,125405280
3 Series,2022,Middle East,Blue,Electric,Automatic,4.3,56394,87247,9823,High,857027281
5 Series,2020,Africa,Blue,Petrol,Manual,1.7,105172,96614,4368,Low,422009952
7 Series,2018,Middle East,White,Hybrid,Automatic,4.9,92767,52150,1309,Low,68264350
i8,2023,Middle East,Grey,Hybrid,Manual,3.8,96577,90709,7112,High,645122408
M3,2020,Europe,Grey,Hybrid,Automatic,1.5,171085,68174,5321,Low,362753854
X5,2024,Middle East,Red,Hybrid,Automatic,3.6,7222,36524,4873,Low,177981452
M5,2020,Middle East,Blue,Petrol,Manual,4.9,68283,51987,6192,Low,321903504
X1,2024,Asia,Grey,Hybrid,Automatic,2.7,151634,80605,2901,Low,233835105
X1,2022,Asia,Blue,Electric,Manual,1.5,16082,55992,3234,Low,181078128
5 Series,2024,Asia,Blue,Petrol,Automatic,2.6,157259,114382,4841,Low,553723262
X3,2023,Middle East,Blue,Electric,Automatic,4.7,152845,79168,9023,High,714332864
i8,2021,South America,White,Electric,Automatic,1.8,116019,33943,6796,Low,230676628
X6,2018,Africa,White,Electric,Manual,3.9,172130,73119,1730,Low,126495870
X3,2021,Middle East,Red,Petrol,Automatic,3.0,39467,39765,179,Low,7117935
5 Series,2024,Europe,Blue,Hybrid,Manual,3.7,70020,45903,6586,Low,302317158
X5,2020,Europe,Red,Diesel,Manual,2.1,181978,75421,2274,Low,171507354
i8,2024,South America,Black,Electric,Manual,2.4,25486,64342,6552,Low,421568784
3 Series,2023,Middle East,Black,Hybrid,Automatic,2.4,107911,56422,3178,Low,179309116
X5,2024,North America,White,Electric,Automatic,3.4,182896,103279,9518,High,983009522
M5,2018,Asia,Silver,Diesel,Automatic,3.4,44307,90053,9752,High,878196856
M5,2021,Middle East,Black,Hybrid,Automatic,5.0,110213,45042,1659,Low,74724678
7 Series,2022,South America,White,Electric,Manual,3.1,22957,57578,345,Low,19864410
i8,2019,Europe,Red,Hybrid,Automatic,2.0,127216,86175,9946,High,857096550
i8,2021,Africa,Grey,Hybrid,Manual,1.6,88803,119081,7050,High,839521050
X3,2024,Middle East,Grey,Diesel,Manual,4.9,199608,78059,7068,High,551721012
X6,2022,South America,Red,Diesel,Manual,4.3,106512,96826,546,Low,52866996
i3,2024,Europe,Red,Petrol,Automatic,4.8,48984,87869,3436,Low,301917884
X1,2024,Middle East,Black,Petrol,Automatic,1.9,43598,84371,7973,High,672689983
X6,2018,North America,Silver,Petrol,Manual,3.7,135399,86665,4073,Low,352986545
